frame,time_s,side,shoulder_elev,elbow_flex
1549,51.6333,right,-74.35,116.23
1550,51.6667,right,-74.63,115.25
1551,51.7,right,-73.69,113.85
1552,51.7333,right,-74.68,113.67
1553,51.7667,right,-75.66,112.72
1554,51.8,right,-75.45,112.13
1555,51.8333,right,-75.58,112.29
1556,51.8667,right,-75.51,111.82
1557,51.9,right,-75.44,110.48
1558,51.9333,right,-75.02,109.63
1559,51.9667,right,-74.84,109.57
1560,52.0,right,-73.99,109.82
1561,52.0333,right,-74.99,107.69
1562,52.0667,right,-75.98,105.05
1563,52.1,right,-77.71,103.92
1564,52.1333,right,-77.15,101.1
1565,52.1667,right,-77.39,100.21
1566,52.2,right,-77.44,99.56
1567,52.2333,right,-79.6,99.13
1568,52.2667,right,-80.05,98.04
1569,52.3,right,-80.75,97.79
1570,52.3333,right,-80.3,95.96
1571,52.3667,right,-74.93,94.47
1572,52.4,right,-75.58,92.54
1573,52.4333,right,-74.61,92.66
1574,52.4667,right,-75.72,94.52
1575,52.5,right,-74.95,96.93
1576,52.5333,right,-71.22,103.36
1577,52.5667,right,-62.37,111.67
1578,52.6,right,-59.03,116.25
1579,52.6333,right,-51.19,121.67
1580,52.6667,right,-46.75,125.14
1581,52.7,right,-42.07,129.61
1582,52.7333,right,-33.93,136.16
1583,52.7667,right,-28.1,135.89
1584,52.8,right,-27.73,130.92
1585,52.8333,right,-27.5,130.69
1586,52.8667,right,-27.56,130.49
1587,52.9,right,-25.35,136.09
1588,52.9333,right,-23.81,138.85
1589,52.9667,right,-23.6,140.48
1590,53.0,right,-22.91,142.38
1591,53.0333,right,-22.53,143.75
1592,53.0667,right,-22.87,143.17
1593,53.1,right,-23.18,142.54
1594,53.1333,right,-21.77,145.86
1595,53.1667,right,-22.37,144.73
1596,53.2,right,-18.99,146.82
1597,53.2333,right,-19.97,145.96
1598,53.2667,right,-21.57,144.63
1599,53.3,right,-24.88,142.54
1600,53.3333,right,-25.03,142.66
1601,53.3667,right,-26.48,144.55
1602,53.4,right,-27.74,143.65
1603,53.4333,right,-32.85,144.78
1604,53.4667,right,-32.32,149.96
1605,53.5,right,-35.61,150.4
1606,53.5333,right,-39.14,150.88
1607,53.5667,right,-50.74,150.13
1608,53.6,right,-57.36,149.07
1609,53.6333,right,-61.78,152.39
1610,53.6667,right,-71.36,147.73
1611,53.7,right,-71.96,153.0
1612,53.7333,right,-76.24,153.27
1613,53.7667,right,-77.62,151.43
1614,53.8,right,-78.92,150.28
1615,53.8333,right,-74.7,154.21
1616,53.8667,right,-74.31,155.16
1617,53.9,right,-74.45,154.56
1618,53.9333,right,-74.73,154.42
1619,53.9667,right,-73.47,152.39
1620,54.0,right,-73.35,149.29
1621,54.0333,right,-73.2,148.47
1622,54.0667,right,-75.02,145.03
1623,54.1,right,-78.38,131.35
1624,54.1333,right,-77.77,117.76
1625,54.1667,right,-78.21,109.19
1626,54.2,right,-77.15,102.71
1627,54.2333,right,-75.22,97.62
1628,54.2667,right,-75.02,94.76
1629,54.3,right,-70.14,98.53
1630,54.3333,right,-68.71,101.25
1631,54.3667,right,-67.85,104.11
1632,54.4,right,-67.85,106.91
1633,54.4333,right,-66.82,109.81
1634,54.4667,right,-69.22,109.78
1635,54.5,right,-68.71,109.92
1636,54.5333,right,-69.74,109.26
1637,54.5667,right,-70.34,111.38
1638,54.6,right,-69.04,110.99
1639,54.6333,right,-69.54,109.79
1640,54.6667,right,-69.71,109.35
1641,54.7,right,-71.18,109.4
1642,54.7333,right,-71.77,108.45
1643,54.7667,right,-72.05,107.93
1644,54.8,right,-72.71,107.31
1645,54.8333,right,-72.64,106.69
1646,54.8667,right,-71.84,106.18
1647,54.9,right,-71.7,104.9
1648,54.9333,right,-71.74,104.52
1649,54.9667,right,-71.64,105.65
1650,55.0,right,-71.28,108.21
1651,55.0333,right,-70.58,111.32
1652,55.0667,right,-68.98,114.32
1653,55.1,right,-69.09,114.27
1654,55.1333,right,-68.22,117.26
1655,55.1667,right,-68.04,116.99
1656,55.2,right,-67.78,116.61
1657,55.2333,right,-68.17,115.65
1658,55.2667,right,-68.38,116.94
1659,55.3,right,-68.48,117.86
1660,55.3333,right,-68.98,118.42
1661,55.3667,right,-69.43,120.77
1662,55.4,right,-69.5,121.57
1663,55.4333,right,-69.99,120.28
1664,55.4667,right,-70.33,121.02
1665,55.5,right,-71.97,122.35
1666,55.5333,right,-72.14,122.03
1667,55.5667,right,-72.5,121.6
1668,55.6,right,-72.45,121.42
1669,55.6333,right,-72.39,122.31
1670,55.6667,right,-71.29,122.65
1671,55.7,right,-71.17,123.78
1672,55.7333,right,-70.84,124.45
1673,55.7667,right,-71.77,122.0
1674,55.8,right,-72.25,122.69
1675,55.8333,right,-72.05,122.87
1676,55.8667,right,-71.84,123.44
1677,55.9,right,-71.69,122.52
1678,55.9333,right,-72.94,121.55
1679,55.9667,right,-72.45,121.26
1680,56.0,right,-73.78,117.38
1681,56.0333,right,-73.76,116.11
1682,56.0667,right,-73.83,112.79
1683,56.1,right,-73.68,111.99
1684,56.1333,right,-73.54,110.54
1685,56.1667,right,-73.7,110.88
1686,56.2,right,-73.85,109.94
1687,56.2333,right,-73.66,109.2
1688,56.2667,right,-73.67,109.04
1689,56.3,right,-72.54,107.32
1690,56.3333,right,-72.4,106.11
1691,56.3667,right,-72.27,106.4
1692,56.4,right,-72.62,108.21
1693,56.4333,right,-72.0,113.34
1694,56.4667,right,-71.44,115.98
1695,56.5,right,-70.02,121.88
1696,56.5333,right,-68.05,126.18
1697,56.5667,right,-60.86,132.75
1698,56.6,right,-61.71,132.23
1699,56.6333,right,-54.21,138.35
1700,56.6667,right,-53.8,141.03
1701,56.7,right,-50.94,144.43
1702,56.7333,right,-51.26,143.73
1703,56.7667,right,-47.53,147.74
1704,56.8,right,-43.67,149.34
1705,56.8333,right,-41.96,149.88
1706,56.8667,right,-38.04,149.44
1707,56.9,right,-36.04,153.03
1708,56.9333,right,-34.83,152.36
1709,56.9667,right,-35.19,149.6
1710,57.0,right,-35.69,146.91
1711,57.0333,right,-36.43,137.38
1712,57.0667,right,-36.76,133.1
1713,57.1,right,-40.35,130.23
1714,57.1333,right,-40.55,129.56
1715,57.1667,right,-41.93,129.71
1716,57.2,right,-41.62,131.36
1717,57.2333,right,-40.89,133.16
1718,57.2667,right,-40.65,133.93
1719,57.3,right,-38.81,136.02
1720,57.3333,right,-38.61,136.54
1721,57.3667,right,-38.2,137.25
1722,57.4,right,-37.85,138.64
1723,57.4333,right,-35.13,140.39
1724,57.4667,right,-35.31,140.82
1725,57.5,right,-35.17,141.28
1726,57.5333,right,-35.43,141.84
1727,57.5667,right,-35.42,141.99
1728,57.6,right,-31.68,145.74
1729,57.6333,right,-30.63,146.98
1730,57.6667,right,-29.17,148.54
1731,57.7,right,-29.16,148.91
1732,57.7333,right,-27.38,150.74
1733,57.7667,right,-25.89,151.24
1734,57.8,right,-26.43,151.47
1735,57.8333,right,-25.25,152.81
1736,57.8667,right,-25.92,152.89
1737,57.9,right,-26.26,153.02
1738,57.9333,right,-26.46,152.7
1739,57.9667,right,-26.47,152.67
1740,58.0,right,-26.72,152.24
1741,58.0333,right,-26.97,151.76
1742,58.0667,right,-26.73,151.42
1743,58.1,right,-26.51,151.49
1744,58.1333,right,-26.95,150.37
1745,58.1667,right,-27.47,149.55
1746,58.2,right,-26.95,149.78
1747,58.2333,right,-27.66,148.94
1748,58.2667,right,-29.4,148.55
1749,58.3,right,-31.29,147.57
1750,58.3333,right,-37.42,142.83
1751,58.3667,right,-41.83,144.3
1752,58.4,right,-47.62,146.14
1753,58.4333,right,-51.14,147.22
1754,58.4667,right,-53.18,153.21
1755,58.5,right,-54.49,159.05
1756,58.5333,right,-54.74,159.68
1757,58.5667,right,-55.39,159.33
1758,58.6,right,-54.23,161.45
1759,58.6333,right,-52.29,161.66
1760,58.6667,right,-51.78,156.97
1761,58.7,right,-49.28,156.01
1762,58.7333,right,-48.0,155.75
1763,58.7667,right,-49.27,154.39
1764,58.8,right,-47.33,153.34
1765,58.8333,right,-44.63,156.65
1766,58.8667,right,-40.9,160.71
1767,58.9,right,-41.28,158.37
1768,58.9333,right,-42.53,157.1
1769,58.9667,right,-36.3,156.04
1770,59.0,right,-32.39,154.36
1771,59.0333,right,-26.7,153.73
1772,59.0667,right,-24.8,155.5
1773,59.1,right,-23.52,155.77
1774,59.1333,right,-23.64,157.72
1775,59.1667,right,-23.3,158.17
1776,59.2,right,-24.75,157.66
1777,59.2333,right,-24.66,158.13
1778,59.2667,right,-24.48,157.11
1779,59.3,right,-25.3,155.92
1780,59.3333,right,-25.47,156.97
1781,59.3667,right,-25.59,156.37
1782,59.4,right,-25.32,157.56
1783,59.4333,right,-25.42,156.88
1784,59.4667,right,-25.89,156.38
1785,59.5,right,-26.23,156.44
1786,59.5333,right,-26.07,157.28
1787,59.5667,right,-27.08,156.43
1788,59.6,right,-27.44,156.59
1789,59.6333,right,-27.09,156.81
1790,59.6667,right,-27.27,157.3
1791,59.7,right,-27.31,156.92
1792,59.7333,right,-27.18,156.86
1793,59.7667,right,-26.83,157.06
1794,59.8,right,-26.56,156.88
1795,59.8333,right,-27.25,156.22
1796,59.8667,right,-26.49,156.55
1797,59.9,right,-27.05,156.08
1798,59.9333,right,-25.83,155.69
1799,59.9667,right,-26.03,155.46
1800,60.0,right,-25.77,154.79
1801,60.0333,right,-26.29,154.24
1802,60.0667,right,-26.67,153.42
1803,60.1,right,-27.3,152.91
1804,60.1333,right,-27.22,153.56
1805,60.1667,right,-27.03,153.23
1806,60.2,right,-27.54,153.85
1807,60.2333,right,-28.2,153.32
1808,60.2667,right,-29.85,150.97
1809,60.3,right,-32.54,148.5
1810,60.3333,right,-33.97,147.72
1811,60.3667,right,-36.48,145.17
1812,60.4,right,-37.02,143.15
1813,60.4333,right,-39.68,142.66
1814,60.4667,right,-40.41,141.78
1815,60.5,right,-40.05,143.09
1816,60.5333,right,-40.55,143.56
1817,60.5667,right,-40.84,145.45
1818,60.6,right,-40.93,145.87
1819,60.6333,right,-40.98,146.53
1820,60.6667,right,-40.75,144.35
1821,60.7,right,-40.64,143.58
1822,60.7333,right,-43.18,143.37
1823,60.7667,right,-45.22,143.71
1824,60.8,right,-45.45,143.56
1825,60.8333,right,-46.75,142.94
1826,60.8667,right,-47.94,140.41
1827,60.9,right,-57.07,139.52
1828,60.9333,right,-57.57,136.76
1829,60.9667,right,-60.51,134.0
1830,61.0,right,-67.85,126.19
1831,61.0333,right,-68.49,121.4
1832,61.0667,right,-75.08,117.33
1833,61.1,right,-73.25,112.7
1834,61.1333,right,-71.32,109.95
1835,61.1667,right,-66.92,108.0
1836,61.2,right,-65.5,108.39
1837,61.2333,right,-69.1,107.75
1838,61.2667,right,-75.76,107.94
1839,61.3,right,-74.38,108.58
1840,61.3333,right,-74.19,108.58
1841,61.3667,right,-76.1,108.01
1842,61.4,right,-76.4,110.27
1843,61.4333,right,-76.16,108.62
1844,61.4667,right,-75.87,108.33
1845,61.5,right,-77.18,108.75
1846,61.5333,right,-76.7,108.1
1847,61.5667,right,-76.46,108.73
1848,61.6,right,-75.16,109.21
1849,61.6333,right,-73.81,111.17
1850,61.6667,right,-71.16,109.89
1851,61.7,right,-71.43,104.84
1852,61.7333,right,-68.87,99.46
1853,61.7667,right,-60.29,98.67
1854,61.8,right,-51.06,97.49
1855,61.8333,right,-47.29,92.17
1856,61.8667,right,-38.65,99.54
1857,61.9,right,-34.78,101.46
1858,61.9333,right,-29.45,107.99
1859,61.9667,right,-26.81,107.99
1860,62.0,right,-29.21,109.17
1861,62.0333,right,-29.52,113.06
1862,62.0667,right,-32.76,111.85
1863,62.1,right,-43.55,115.93
1864,62.1333,right,-58.15,122.07
1865,62.1667,right,-63.15,115.88
1866,62.2,right,-71.12,116.93
1867,62.2333,right,-76.48,115.88
1868,62.2667,right,-76.01,120.41
1869,62.3,right,-76.14,120.02
1870,62.3333,right,-79.27,121.06
1871,62.3667,right,-78.56,123.3
1872,62.4,right,-76.84,121.89
1873,62.4333,right,-76.97,120.13
1874,62.4667,right,-77.64,117.72
1875,62.5,right,-77.52,118.39
1876,62.5333,right,-77.45,119.75
1877,62.5667,right,-77.49,120.21
1878,62.6,right,-75.57,122.5
1879,62.6333,right,-75.08,123.25
1880,62.6667,right,-74.77,124.83
1881,62.7,right,-74.41,124.84
1882,62.7333,right,-74.68,124.33
1883,62.7667,right,-73.79,124.92
1884,62.8,right,-72.57,124.84
1885,62.8333,right,-73.74,125.12
1886,62.8667,right,-73.44,125.71
1887,62.9,right,-73.21,126.1
1888,62.9333,right,-74.38,126.81
1889,62.9667,right,-73.67,123.37
1890,63.0,right,-73.54,125.02
1891,63.0333,right,-74.54,125.55
1892,63.0667,right,-74.67,123.97
1893,63.1,right,-74.96,123.64
1894,63.1333,right,-74.44,123.18
1895,63.1667,right,-73.61,120.54
1896,63.2,right,-71.5,113.24
1897,63.2333,right,-71.0,106.82
1898,63.2667,right,-70.24,100.36
1899,63.3,right,-71.74,98.19
1900,63.3333,right,-74.32,98.32
1901,63.3667,right,-75.09,97.88
1902,63.4,right,-76.48,98.15
1903,63.4333,right,-78.11,100.54
1904,63.4667,right,-77.16,102.46
1905,63.5,right,-76.86,103.2
1906,63.5333,right,-73.98,105.43
1907,63.5667,right,-73.37,110.11
1908,63.6,right,-73.49,111.9
1909,63.6333,right,-71.13,114.88
1910,63.6667,right,-71.39,117.39
1911,63.7,right,-70.29,119.08
1912,63.7333,right,-69.98,122.43
1913,63.7667,right,-69.81,123.48
1914,63.8,right,-69.9,124.53
1915,63.8333,right,-70.71,124.75
1916,63.8667,right,-71.33,125.45
1917,63.9,right,-72.37,123.5
1918,63.9333,right,-72.16,124.03
1919,63.9667,right,-73.44,121.67
1920,64.0,right,-73.8,122.22
1921,64.0333,right,-74.08,120.27
1922,64.0667,right,-74.71,120.15
1923,64.1,right,-75.58,119.17
1924,64.1333,right,-75.85,120.0
1925,64.1667,right,-75.66,120.94
1926,64.2,right,-75.71,119.7
1927,64.2333,right,-75.87,120.38
1928,64.2667,right,-76.09,122.2
1929,64.3,right,-75.94,123.92
1930,64.3333,right,-74.77,125.35
1931,64.3667,right,-72.46,127.12
1932,64.4,right,-72.86,126.66
1933,64.4333,right,-72.04,127.12
1934,64.4667,right,-72.47,126.0
1935,64.5,right,-72.19,124.29
1936,64.5333,right,-72.22,121.44
1937,64.5667,right,-71.97,117.74
1938,64.6,right,-72.97,111.67
1939,64.6333,right,-72.81,105.76
1940,64.6667,right,-72.57,100.56
1941,64.7,right,-72.25,95.04
1942,64.7333,right,-72.14,91.05
1943,64.7667,right,-72.61,89.25
1944,64.8,right,-73.48,85.61
1945,64.8333,right,-72.42,84.76
1946,64.8667,right,-70.39,87.74
1947,64.9,right,-66.01,95.62
1948,64.9333,right,-64.09,102.44
1949,64.9667,right,-60.78,108.29
1950,65.0,right,-60.74,118.0
1951,65.0333,right,-59.33,128.17
1952,65.0667,right,-60.09,129.85
1953,65.1,right,-62.96,128.85
1954,65.1333,right,-65.99,125.87
1955,65.1667,right,-69.18,120.42
1956,65.2,right,-71.78,115.89
1957,65.2333,right,-72.24,117.05
1958,65.2667,right,-72.62,115.81
1959,65.3,right,-72.81,116.06
1960,65.3333,right,-73.02,115.71
1961,65.3667,right,-72.88,115.02
1962,65.4,right,-72.95,113.96
1963,65.4333,right,-73.76,113.77
1964,65.4667,right,-73.82,114.0
1965,65.5,right,-73.68,113.74
1966,65.5333,right,-74.63,114.01
1967,65.5667,right,-74.7,114.2
1968,65.6,right,-74.84,113.91
1969,65.6333,right,-75.28,114.22
1970,65.6667,right,-76.17,114.52
1971,65.7,right,-76.71,114.81
1972,65.7333,right,-77.44,114.9
1973,65.7667,right,-78.44,115.67
1974,65.8,right,-78.35,115.83
1975,65.8333,right,-78.31,115.9
1976,65.8667,right,-77.99,116.32
1977,65.9,right,-78.63,116.21
1978,65.9333,right,-78.56,116.21
1979,65.9667,right,-78.69,115.68
1980,66.0,right,-77.93,112.38
1981,66.0333,right,-76.83,110.25
1982,66.0667,right,-75.68,106.88
1983,66.1,right,-75.56,104.8
1984,66.1333,right,-75.06,99.75
1985,66.1667,right,-74.86,93.44
1986,66.2,right,-74.08,88.34
1987,66.2333,right,-73.84,86.44
1988,66.2667,right,-76.35,83.78
1989,66.3,right,-74.63,85.8
1990,66.3333,right,-73.08,88.99
1991,66.3667,right,-72.1,94.31
1992,66.4,right,-69.76,101.4
1993,66.4333,right,-68.28,109.26
1994,66.4667,right,-67.52,116.43
1995,66.5,right,-68.31,118.92
1996,66.5333,right,-69.98,120.01
1997,66.5667,right,-71.55,119.65
1998,66.6,right,-73.57,119.13
1999,66.6333,right,-75.41,119.42
2000,66.6667,right,-76.18,121.61
2001,66.7,right,-76.43,122.48
2002,66.7333,right,-77.14,122.9
2003,66.7667,right,-77.32,123.32
2004,66.8,right,-77.37,123.08
2005,66.8333,right,-77.33,122.37
2006,66.8667,right,-77.13,122.36
2007,66.9,right,-77.15,121.87
2008,66.9333,right,-76.76,121.92
2009,66.9667,right,-76.85,121.94
2010,67.0,right,-76.76,122.29
2011,67.0333,right,-76.31,121.69
2012,67.0667,right,-76.42,121.29
2013,67.1,right,-76.35,120.09
2014,67.1333,right,-75.97,119.85
2015,67.1667,right,-75.6,120.64
2016,67.2,right,-76.97,123.3
2017,67.2333,right,-76.84,121.26
2018,67.2667,right,-77.46,120.4
2019,67.3,right,-76.83,122.37
2020,67.3333,right,-74.93,121.54
2021,67.3667,right,-73.22,120.58
2022,67.4,right,-71.95,120.76
2023,67.4333,right,-69.64,119.56
2024,67.4667,right,-69.15,120.89
2025,67.5,right,-69.55,122.07
2026,67.5333,right,-71.44,121.01
2027,67.5667,right,-71.36,120.9
2028,67.6,right,-71.03,119.92
2029,67.6333,right,-71.05,119.99
2030,67.6667,right,-71.64,120.09
2031,67.7,right,-71.63,120.35
2032,67.7333,right,-71.7,120.68
2033,67.7667,right,-72.32,120.97
2034,67.8,right,-71.18,120.24
2035,67.8333,right,-71.4,119.74
2036,67.8667,right,-71.66,121.45
2037,67.9,right,-72.1,122.4
2038,67.9333,right,-73.36,120.85
2039,67.9667,right,-73.64,120.78
2040,68.0,right,-74.19,121.77
2041,68.0333,right,-74.6,120.68
2042,68.0667,right,-77.18,120.68
2043,68.1,right,-77.79,120.83
2044,68.1333,right,-77.61,120.93
2045,68.1667,right,-76.09,120.05
2046,68.2,right,-76.21,119.91
2047,68.2333,right,-76.3,119.71
2048,68.2667,right,-75.84,119.7
2049,68.3,right,-75.56,119.34
2050,68.3333,right,-75.28,119.34
2051,68.3667,right,-75.18,119.33
2052,68.4,right,-74.49,119.71
2053,68.4333,right,-74.08,119.55
2054,68.4667,right,-74.09,119.03
2055,68.5,right,-74.2,119.91
2056,68.5333,right,-74.21,119.74
2057,68.5667,right,-73.88,119.36
2058,68.6,right,-74.92,119.35
2059,68.6333,right,-75.7,118.35
2060,68.6667,right,-76.98,118.53
2061,68.7,right,-77.28,118.45
2062,68.7333,right,-77.08,118.09
2063,68.7667,right,-76.75,117.97
2064,68.8,right,-76.5,117.47
2065,68.8333,right,-77.04,117.7
2066,68.8667,right,-77.11,117.84
2067,68.9,right,-77.07,117.97
2068,68.9333,right,-76.85,117.95
2069,68.9667,right,-76.58,117.09
2070,69.0,right,-76.75,116.7
2071,69.0333,right,-76.01,117.29
2072,69.0667,right,-75.45,118.33
2073,69.1,right,-75.79,118.81
2074,69.1333,right,-76.61,119.47
2075,69.1667,right,-76.72,119.54
2076,69.2,right,-76.79,119.3
2077,69.2333,right,-76.72,117.99
2078,69.2667,right,-76.79,117.31
2079,69.3,right,-77.3,117.23
2080,69.3333,right,-77.12,116.56
2081,69.3667,right,-76.53,116.85
2082,69.4,right,-76.13,117.04
2083,69.4333,right,-76.47,116.95
2084,69.4667,right,-76.59,116.19
2085,69.5,right,-76.84,115.68
2086,69.5333,right,-77.04,114.0
2087,69.5667,right,-77.92,113.62
2088,69.6,right,-77.85,112.51
2089,69.6333,right,-77.81,111.59
2090,69.6667,right,-77.67,110.73
2091,69.7,right,-77.5,110.57
2092,69.7333,right,-77.43,110.16
2093,69.7667,right,-77.36,109.35
2094,69.8,right,-77.57,109.12
2095,69.8333,right,-77.21,107.96
2096,69.8667,right,-76.52,107.9
2097,69.9,right,-76.65,107.54
2098,69.9333,right,-75.06,106.41
2099,69.9667,right,-74.48,106.55
2100,70.0,right,-74.22,107.51
2101,70.0333,right,-74.24,106.43
2102,70.0667,right,-74.02,105.83
2103,70.1,right,-74.9,105.86
2104,70.1333,right,-73.36,105.62
2105,70.1667,right,-72.05,104.73
2106,70.2,right,-71.83,104.78
2107,70.2333,right,-74.5,104.4
2108,70.2667,right,-74.11,103.2
2109,70.3,right,-74.23,102.62
2110,70.3333,right,-75.4,102.06
2111,70.3667,right,-75.24,102.31
2112,70.4,right,-74.61,101.63
2113,70.4333,right,-75.76,102.69
2114,70.4667,right,-75.65,103.31
2115,70.5,right,-74.23,103.46
2116,70.5333,right,-74.11,102.96
2117,70.5667,right,-73.59,102.69
2118,70.6,right,-74.29,102.51
2119,70.6333,right,-74.44,102.47
2120,70.6667,right,-74.26,103.01
2121,70.7,right,-74.72,103.33
2122,70.7333,right,-75.13,103.28
2123,70.7667,right,-75.12,103.47
2124,70.8,right,-76.89,102.29
2125,70.8333,right,-73.84,103.49
2126,70.8667,right,-72.14,103.97
2127,70.9,right,-70.98,104.6
2128,70.9333,right,-70.47,105.41
2129,70.9667,right,-75.5,103.94
2130,71.0,right,-72.42,104.57
2131,71.0333,right,-72.02,104.95
2132,71.0667,right,-71.8,105.15
2133,71.1,right,-71.9,105.44
2134,71.1333,right,-71.93,105.31
2135,71.1667,right,-72.13,105.22
2136,71.2,right,-69.54,106.13
2137,71.2333,right,-70.77,105.37
2138,71.2667,right,-70.72,104.68
2139,71.3,right,-70.85,103.41
2140,71.3333,right,-70.9,102.84
2141,71.3667,right,-72.43,101.85
2142,71.4,right,-72.21,98.72
2143,71.4333,right,-70.92,96.25
2144,71.4667,right,-71.86,91.42
2145,71.5,right,-70.67,90.61
2146,71.5333,right,-69.63,91.64
2147,71.5667,right,-68.85,90.4
2148,71.6,right,-68.22,89.55
2149,71.6333,right,-66.24,90.8
2150,71.6667,right,-65.28,90.99
2151,71.7,right,-65.62,91.78
2152,71.7333,right,-68.48,91.54
2153,71.7667,right,-69.45,94.76
2154,71.8,right,-70.92,99.2
2155,71.8333,right,-77.06,102.43
2156,71.8667,right,-76.29,107.6
2157,71.9,right,-73.29,114.73
2158,71.9333,right,-74.78,116.68
2159,71.9667,right,-73.4,119.57
2160,72.0,right,-72.67,122.51
2161,72.0333,right,-72.53,126.36
2162,72.0667,right,-75.39,124.44
2163,72.1,right,-73.32,123.01
2164,72.1333,right,-72.6,122.14
2165,72.1667,right,-73.03,121.38
2166,72.2,right,-74.84,122.87
2167,72.2333,right,-76.66,122.03
2168,72.2667,right,-77.69,124.02
2169,72.3,right,-78.13,123.23
2170,72.3333,right,-77.43,121.15
2171,72.3667,right,-75.44,117.97
2172,72.4,right,-71.53,118.78
2173,72.4333,right,-72.48,117.71
2174,72.4667,right,-72.24,118.32
2175,72.5,right,-72.3,117.63
2176,72.5333,right,-72.15,116.95
2177,72.5667,right,-71.36,118.95
2178,72.6,right,-71.52,118.73
2179,72.6333,right,-71.15,117.99
2180,72.6667,right,-70.85,117.45
2181,72.7,right,-70.49,114.81
2182,72.7333,right,-70.06,110.95
2183,72.7667,right,-68.33,109.83
2184,72.8,right,-67.71,105.36
2185,72.8333,right,-68.02,102.72
2186,72.8667,right,-64.07,101.83
2187,72.9,right,-64.9,97.69
2188,72.9333,right,-65.21,92.72
2189,72.9667,right,-66.29,91.06
2190,73.0,right,-66.4,89.68
2191,73.0333,right,-66.76,87.21
2192,73.0667,right,-66.78,88.13
2193,73.1,right,-68.31,87.16
2194,73.1333,right,-69.2,86.59
2195,73.1667,right,-68.84,86.62
2196,73.2,right,-68.1,86.83
2197,73.2333,right,-67.04,86.93
2198,73.2667,right,-66.96,86.52
2199,73.3,right,-65.43,86.74
2200,73.3333,right,-67.08,85.53
2201,73.3667,right,-70.74,85.17
2202,73.4,right,-72.13,85.44
2203,73.4333,right,-72.89,85.84
2204,73.4667,right,-73.57,86.44
2205,73.5,right,-74.26,88.52
2206,73.5333,right,-74.71,88.03
2207,73.5667,right,-75.55,89.73
2208,73.6,right,-75.7,91.3
2209,73.6333,right,-75.13,92.47
2210,73.6667,right,-75.55,93.01
2211,73.7,right,-75.74,94.17
2212,73.7333,right,-75.88,95.15
2213,73.7667,right,-76.02,95.4
2214,73.8,right,-75.72,95.32
2215,73.8333,right,-75.6,97.57
2216,73.8667,right,-74.61,98.73
2217,73.9,right,-74.53,99.67
2218,73.9333,right,-74.5,100.6
2219,73.9667,right,-74.9,101.57
2220,74.0,right,-75.3,102.71
2221,74.0333,right,-76.06,103.26
2222,74.0667,right,-77.39,101.82
2223,74.1,right,-77.64,100.61
2224,74.1333,right,-77.75,99.36
2225,74.1667,right,-77.57,98.95
2226,74.2,right,-77.29,98.81
2227,74.2333,right,-77.23,97.02
2228,74.2667,right,-76.9,94.13
2229,74.3,right,-76.81,93.71
2230,74.3333,right,-76.67,92.53
2231,74.3667,right,-78.57,93.76
2232,74.4,right,-78.15,92.11
2233,74.4333,right,-77.71,90.57
2234,74.4667,right,-78.06,88.42
2235,74.5,right,-77.4,87.59
2236,74.5333,right,-77.53,88.08
2237,74.5667,right,-76.67,88.3
2238,74.6,right,-74.92,90.83
2239,74.6333,right,-73.13,95.49
2240,74.6667,right,-73.4,95.36
2241,74.7,right,-73.14,94.52
2242,74.7333,right,-73.02,93.5
2243,74.7667,right,-74.07,92.54
2244,74.8,right,-71.04,93.05
2245,74.8333,right,-74.98,91.07
2246,74.8667,right,-74.26,91.22
2247,74.9,right,-73.31,91.7
2248,74.9333,right,-70.36,92.89
2249,74.9667,right,-70.0,92.13
2250,75.0,right,-76.28,87.43
2251,75.0333,right,-79.05,88.68
2252,75.0667,right,-79.76,87.44
2253,75.1,right,-75.16,88.86
2254,75.1333,right,-69.43,91.78
2255,75.1667,right,-71.03,96.54
2256,75.2,right,-69.3,101.38
2257,75.2333,right,-69.81,106.9
2258,75.2667,right,-70.51,112.6
2259,75.3,right,-70.99,115.17
2260,75.3333,right,-71.32,118.98
2261,75.3667,right,-71.35,122.33
2262,75.4,right,-73.38,127.3
2263,75.4333,right,-74.65,128.34
2264,75.4667,right,-75.26,131.28
2265,75.5,right,-77.96,132.17
2266,75.5333,right,-77.76,134.31
2267,75.5667,right,-77.52,133.6
2268,75.6,right,-77.59,133.04
2269,75.6333,right,-78.8,132.71
2270,75.6667,right,-78.72,132.46
2271,75.7,right,-78.57,130.62
2272,75.7333,right,-77.79,127.62
2273,75.7667,right,-77.32,124.33
2274,75.8,right,-76.26,122.96
2275,75.8333,right,-75.79,123.49
2276,75.8667,right,-75.74,123.48
2277,75.9,right,-75.25,124.12
2278,75.9333,right,-74.72,123.95
2279,75.9667,right,-74.35,123.98
2280,76.0,right,-75.22,124.99
2281,76.0333,right,-76.39,126.02
2282,76.0667,right,-75.99,126.71
2283,76.1,right,-76.06,127.83
2284,76.1333,right,-75.02,125.62
2285,76.1667,right,-70.34,122.64
2286,76.2,right,-69.88,121.61
2287,76.2333,right,-69.4,120.04
2288,76.2667,right,-68.93,116.8
2289,76.3,right,-68.15,112.35
2290,76.3333,right,-67.41,112.59
2291,76.3667,right,-67.67,111.32
2292,76.4,right,-68.08,110.6
2293,76.4333,right,-69.41,111.86
2294,76.4667,right,-69.56,111.69
2295,76.5,right,-68.43,112.48
2296,76.5333,right,-68.27,112.18
