frame,time_s,side,shoulder_elev,elbow_flex
3793,126.4333,right,-38.17,86.13
3794,126.4667,right,-37.46,86.46
3795,126.5,right,-37.18,86.36
3796,126.5333,right,-37.55,87.0
3797,126.5667,right,-38.16,89.2
3798,126.6,right,-38.32,90.26
3799,126.6333,right,-37.12,91.46
3800,126.6667,right,-37.27,92.21
3801,126.7,right,-37.49,92.91
3802,126.7333,right,-35.61,93.79
3803,126.7667,right,-36.45,93.12
3804,126.8,right,-35.63,96.12
3805,126.8333,right,-35.14,100.91
3806,126.8667,right,-34.82,102.36
3807,126.9,right,-33.0,103.5
3808,126.9333,right,-31.6,107.23
3809,126.9667,right,-29.74,111.45
3810,127.0,right,-28.4,113.08
3811,127.0333,right,-28.84,113.6
3812,127.0667,right,-28.49,114.32
3813,127.1,right,-28.58,111.92
3814,127.1333,right,-28.83,110.6
3815,127.1667,right,-28.64,108.39
3816,127.2,right,-31.02,105.64
3817,127.2333,right,-32.24,104.36
3818,127.2667,right,-36.41,100.2
3819,127.3,right,-39.99,95.12
3820,127.3333,right,-42.2,95.78
3821,127.3667,right,-43.72,94.95
3822,127.4,right,-45.81,94.51
3823,127.4333,right,-48.35,93.65
3824,127.4667,right,-48.44,94.31
3825,127.5,right,-48.61,95.5
3826,127.5333,right,-49.23,97.64
3827,127.5667,right,-50.14,95.66
3828,127.6,right,-50.62,96.64
3829,127.6333,right,-52.49,95.03
3830,127.6667,right,-52.82,93.14
3831,127.7,right,-52.51,93.75
3832,127.7333,right,-52.65,94.17
3833,127.7667,right,-53.26,92.8
3834,127.8,right,-52.94,93.59
3835,127.8333,right,-53.38,94.25
3836,127.8667,right,-53.5,94.22
3837,127.9,right,-53.82,93.9
3838,127.9333,right,-54.45,93.67
3839,127.9667,right,-54.63,93.7
3840,128.0,right,-54.93,94.01
3841,128.0333,right,-54.98,93.57
3842,128.0667,right,-54.97,92.72
3843,128.1,right,-54.65,92.45
3844,128.1333,right,-55.4,92.34
3845,128.1667,right,-55.3,92.68
3846,128.2,right,-55.16,92.91
3847,128.2333,right,-55.27,92.09
3848,128.2667,right,-55.51,92.62
3849,128.3,right,-55.48,91.97
3850,128.3333,right,-56.05,91.92
3851,128.3667,right,-55.43,91.35
3852,128.4,right,-55.32,90.57
3853,128.4333,right,-55.42,90.47
3854,128.4667,right,-55.16,90.03
3855,128.5,right,-54.4,90.2
3856,128.5333,right,-54.96,89.04
3857,128.5667,right,-54.89,89.09
3858,128.6,right,-54.92,88.19
3859,128.6333,right,-56.16,87.76
3860,128.6667,right,-55.58,88.1
3861,128.7,right,-54.98,89.31
3862,128.7333,right,-54.59,91.15
3863,128.7667,right,-53.08,93.53
3864,128.8,right,-52.52,95.6
3865,128.8333,right,-50.47,96.69
3866,128.8667,right,-44.47,106.66
3867,128.9,right,-45.07,103.77
3868,128.9333,right,-43.16,106.92
3869,128.9667,right,-42.87,107.43
3870,129.0,right,-41.96,108.56
3871,129.0333,right,-42.75,107.17
3872,129.0667,right,-44.75,108.83
3873,129.1,right,-45.73,106.25
3874,129.1333,right,-46.98,106.7
3875,129.1667,right,-47.87,103.88
3876,129.2,right,-49.46,102.31
3877,129.2333,right,-49.71,102.08
3878,129.2667,right,-49.66,100.72
3879,129.3,right,-50.46,99.51
3880,129.3333,right,-50.57,100.38
3881,129.3667,right,-49.74,101.72
3882,129.4,right,-52.04,102.4
3883,129.4333,right,-51.12,97.73
3884,129.4667,right,-52.59,94.81
3885,129.5,right,-52.71,96.04
3886,129.5333,right,-51.97,93.52
3887,129.5667,right,-52.12,94.17
3888,129.6,right,-52.7,93.23
3889,129.6333,right,-54.07,90.59
3890,129.6667,right,-54.51,90.87
3891,129.7,right,-55.17,90.77
3892,129.7333,right,-55.06,91.08
3893,129.7667,right,-54.67,91.33
3894,129.8,right,-54.75,92.52
3895,129.8333,right,-55.43,94.27
3896,129.8667,right,-54.65,92.68
3897,129.9,right,-54.68,93.03
3898,129.9333,right,-55.25,92.28
3899,129.9667,right,-55.41,93.24
3900,130.0,right,-55.47,93.93
3901,130.0333,right,-55.21,92.73
3902,130.0667,right,-55.37,92.66
3903,130.1,right,-55.9,92.02
3904,130.1333,right,-55.22,92.5
3905,130.1667,right,-54.88,91.35
3906,130.2,right,-54.82,90.3
3907,130.2333,right,-54.8,91.58
3908,130.2667,right,-55.32,91.38
3909,130.3,right,-55.38,94.14
3910,130.3333,right,-53.59,98.5
3911,130.3667,right,-52.79,98.31
3912,130.4,right,-54.4,99.24
3913,130.4333,right,-55.79,96.83
3914,130.4667,right,-57.78,96.15
3915,130.5,right,-56.92,94.32
3916,130.5333,right,-55.27,94.49
3917,130.5667,right,-55.38,89.58
3918,130.6,right,-54.85,89.96
3919,130.6333,right,-53.05,92.02
3920,130.6667,right,-51.59,94.5
3921,130.7,right,-45.2,102.71
3922,130.7333,right,-45.13,102.07
3923,130.7667,right,-45.34,103.46
3924,130.8,right,-44.12,104.54
3925,130.8333,right,-43.32,105.3
3926,130.8667,right,-37.2,109.24
3927,130.9,right,-36.81,109.64
3928,130.9333,right,-33.85,110.39
3929,130.9667,right,-30.21,115.09
3930,131.0,right,-31.81,113.2
3931,131.0333,right,-31.19,114.94
3932,131.0667,right,-32.0,112.97
3933,131.1,right,-33.17,112.83
3934,131.1333,right,-35.0,112.21
3935,131.1667,right,-41.19,102.79
3936,131.2,right,-41.49,102.03
3937,131.2333,right,-41.74,101.71
3938,131.2667,right,-41.64,103.25
3939,131.3,right,-41.99,102.96
3940,131.3333,right,-42.28,103.18
3941,131.3667,right,-43.49,102.48
3942,131.4,right,-43.94,102.06
3943,131.4333,right,-44.16,101.67
3944,131.4667,right,-44.24,100.12
3945,131.5,right,-44.17,100.04
3946,131.5333,right,-43.76,99.2
3947,131.5667,right,-45.3,96.44
3948,131.6,right,-47.91,94.0
3949,131.6333,right,-48.76,91.6
3950,131.6667,right,-43.96,94.12
3951,131.7,right,-45.46,94.74
3952,131.7333,right,-46.86,94.33
3953,131.7667,right,-47.25,95.93
3954,131.8,right,-47.83,95.58
3955,131.8333,right,-49.54,92.71
3956,131.8667,right,-49.5,92.48
3957,131.9,right,-49.65,92.18
3958,131.9333,right,-50.53,91.97
3959,131.9667,right,-50.09,92.88
3960,132.0,right,-53.88,93.76
3961,132.0333,right,-58.12,100.97
3962,132.0667,right,-57.85,102.39
3963,132.1,right,-57.89,105.83
3964,132.1333,right,-60.14,103.91
3965,132.1667,right,-60.48,103.6
3966,132.2,right,-61.38,106.46
3967,132.2333,right,-62.88,103.8
3968,132.2667,right,-61.25,103.4
3969,132.3,right,-60.15,101.11
3970,132.3333,right,-59.37,98.71
3971,132.3667,right,-58.68,95.54
3972,132.4,right,-56.03,93.74
3973,132.4333,right,-54.52,90.31
3974,132.4667,right,-53.0,88.51
3975,132.5,right,-51.41,87.86
3976,132.5333,right,-47.08,87.95
3977,132.5667,right,-38.25,99.13
3978,132.6,right,-32.62,101.96
3979,132.6333,right,-28.15,103.65
3980,132.6667,right,-27.48,104.12
3981,132.7,right,-29.29,104.29
3982,132.7333,right,-30.35,101.41
3983,132.7667,right,-35.42,95.54
3984,132.8,right,-38.97,97.12
3985,132.8333,right,-38.84,102.03
3986,132.8667,right,-41.91,112.47
3987,132.9,right,-43.19,118.15
3988,132.9333,right,-46.91,120.91
3989,132.9667,right,-49.86,125.97
3990,133.0,right,-54.22,128.64
3991,133.0333,right,-56.5,131.35
3992,133.0667,right,-59.72,136.87
3993,133.1,right,-62.28,138.95
3994,133.1333,right,-64.99,141.18
3995,133.1667,right,-65.5,140.46
3996,133.2,right,-65.67,140.41
3997,133.2333,right,-66.4,140.72
3998,133.2667,right,-67.17,133.12
3999,133.3,right,-64.65,127.74
4000,133.3333,right,-64.71,124.5
4001,133.3667,right,-64.76,119.23
4002,133.4,right,-63.79,115.05
4003,133.4333,right,-64.44,107.06
4004,133.4667,right,-62.44,107.79
4005,133.5,right,-60.14,106.76
4006,133.5333,right,-57.65,105.22
4007,133.5667,right,-54.3,102.73
4008,133.6,right,-51.87,101.81
4009,133.6333,right,-49.2,100.69
4010,133.6667,right,-48.05,102.18
4011,133.7,right,-47.57,101.27
4012,133.7333,right,-45.89,101.71
4013,133.7667,right,-45.86,101.56
4014,133.8,right,-45.81,100.99
4015,133.8333,right,-46.92,100.54
4016,133.8667,right,-46.31,109.27
4017,133.9,right,-46.31,121.41
4018,133.9333,right,-47.64,129.94
4019,133.9667,right,-49.23,133.22
4020,134.0,right,-53.87,137.39
4021,134.0333,right,-57.77,139.73
4022,134.0667,right,-58.81,144.6
4023,134.1,right,-58.71,148.48
4024,134.1333,right,-58.77,149.49
4025,134.1667,right,-61.16,150.98
4026,134.2,right,-62.52,152.73
4027,134.2333,right,-65.25,154.02
4028,134.2667,right,-67.4,157.04
4029,134.3,right,-68.78,153.85
4030,134.3333,right,-71.04,151.1
4031,134.3667,right,-72.51,149.79
4032,134.4,right,-70.95,146.06
4033,134.4333,right,-69.94,142.34
4034,134.4667,right,-70.25,142.51
4035,134.5,right,-70.39,136.51
4036,134.5333,right,-71.43,136.92
4037,134.5667,right,-70.16,135.63
4038,134.6,right,-69.18,134.03
4039,134.6333,right,-68.16,133.9
4040,134.6667,right,-66.62,134.43
4041,134.7,right,-67.42,135.28
4042,134.7333,right,-68.53,136.96
4043,134.7667,right,-68.23,137.98
4044,134.8,right,-69.13,142.77
4045,134.8333,right,-67.96,145.54
4046,134.8667,right,-67.75,149.15
4047,134.9,right,-68.28,148.58
4048,134.9333,right,-66.33,150.34
4049,134.9667,right,-66.08,152.81
4050,135.0,right,-65.34,153.44
4051,135.0333,right,-67.02,152.01
4052,135.0667,right,-64.4,149.7
4053,135.1,right,-66.0,148.99
4054,135.1333,right,-65.14,148.28
4055,135.1667,right,-65.88,148.68
4056,135.2,right,-66.61,147.47
4057,135.2333,right,-66.18,147.65
4058,135.2667,right,-66.01,147.11
4059,135.3,right,-66.21,146.76
4060,135.3333,right,-65.74,144.3
4061,135.3667,right,-65.29,142.35
4062,135.4,right,-65.59,141.43
4063,135.4333,right,-65.72,136.23
4064,135.4667,right,-65.62,132.59
4065,135.5,right,-63.93,124.62
4066,135.5333,right,-62.89,123.27
4067,135.5667,right,-62.31,116.87
4068,135.6,right,-61.99,112.33
4069,135.6333,right,-61.51,111.11
4070,135.6667,right,-59.76,108.48
4071,135.7,right,-59.97,106.77
4072,135.7333,right,-58.81,106.57
4073,135.7667,right,-58.26,106.59
4074,135.8,right,-58.43,103.94
4075,135.8333,right,-57.81,101.9
4076,135.8667,right,-57.61,103.03
4077,135.9,right,-57.82,105.09
4078,135.9333,right,-49.41,114.05
4079,135.9667,right,-48.43,116.54
4080,136.0,right,-45.93,120.36
4081,136.0333,right,-46.0,130.23
4082,136.0667,right,-46.15,136.4
4083,136.1,right,-46.44,137.69
4084,136.1333,right,-48.44,142.72
4085,136.1667,right,-50.87,148.05
4086,136.2,right,-59.86,147.74
4087,136.2333,right,-59.56,149.33
4088,136.2667,right,-60.75,151.78
4089,136.3,right,-61.29,153.89
4090,136.3333,right,-62.21,153.25
4091,136.3667,right,-62.97,151.0
4092,136.4,right,-62.78,148.36
4093,136.4333,right,-62.17,150.21
4094,136.4667,right,-61.68,149.65
4095,136.5,right,-62.16,149.75
4096,136.5333,right,-62.88,147.64
4097,136.5667,right,-65.63,149.18
4098,136.6,right,-67.09,149.96
4099,136.6333,right,-68.88,151.46
4100,136.6667,right,-69.66,150.03
4101,136.7,right,-71.6,150.38
4102,136.7333,right,-71.08,149.29
4103,136.7667,right,-69.08,145.17
4104,136.8,right,-67.99,144.57
4105,136.8333,right,-67.48,144.11
4106,136.8667,right,-67.9,141.99
4107,136.9,right,-67.86,138.75
4108,136.9333,right,-68.22,136.92
4109,136.9667,right,-68.58,136.98
4110,137.0,right,-68.63,138.41
4111,137.0333,right,-69.51,138.82
4112,137.0667,right,-69.04,140.44
4113,137.1,right,-69.31,143.51
4114,137.1333,right,-70.55,143.42
4115,137.1667,right,-68.95,142.62
4116,137.2,right,-67.0,138.99
4117,137.2333,right,-60.65,129.9
4118,137.2667,right,-53.95,119.0
4119,137.3,right,-50.7,117.82
4120,137.3333,right,-44.17,116.57
4121,137.3667,right,-37.1,118.92
4122,137.4,right,-30.75,115.98
4123,137.4333,right,-22.94,119.98
4124,137.4667,right,-17.85,123.1
4125,137.5,right,-18.44,123.4
4126,137.5333,right,-16.02,126.42
4127,137.5667,right,-12.52,127.25
4128,137.6,right,-11.95,126.91
4129,137.6333,right,-10.93,127.54
4130,137.6667,right,-12.61,127.23
4131,137.7,right,-13.5,129.27
4132,137.7333,right,-13.65,128.21
4133,137.7667,right,-13.72,133.14
4134,137.8,right,-14.04,131.44
4135,137.8333,right,-13.3,131.76
4136,137.8667,right,-15.11,127.1
4137,137.9,right,-17.21,121.79
4138,137.9333,right,-18.51,119.39
4139,137.9667,right,-23.2,111.81
4140,138.0,right,-29.42,103.31
4141,138.0333,right,-31.78,96.45
4142,138.0667,right,-31.04,92.06
4143,138.1,right,-32.01,89.22
4144,138.1333,right,-31.3,88.48
4145,138.1667,right,-30.7,88.83
4146,138.2,right,-31.89,89.5
4147,138.2333,right,-31.74,90.69
4148,138.2667,right,-32.91,91.75
4149,138.3,right,-33.99,93.07
4150,138.3333,right,-34.25,92.51
4151,138.3667,right,-33.32,93.01
4152,138.4,right,-32.87,90.11
4153,138.4333,right,-32.66,89.56
4154,138.4667,right,-32.25,89.22
4155,138.5,right,-34.26,88.56
4156,138.5333,right,-35.45,89.6
4157,138.5667,right,-36.74,86.4
4158,138.6,right,-37.4,87.33
4159,138.6333,right,-38.45,87.94
4160,138.6667,right,-38.96,88.3
4161,138.7,right,-40.04,88.74
4162,138.7333,right,-40.91,89.61
4163,138.7667,right,-41.28,90.86
4164,138.8,right,-42.73,90.85
4165,138.8333,right,-42.45,89.85
4166,138.8667,right,-44.6,94.74
4167,138.9,right,-44.56,98.0
4168,138.9333,right,-44.12,100.74
4169,138.9667,right,-43.98,102.5
4170,139.0,right,-44.75,102.89
4171,139.0333,right,-45.17,101.99
4172,139.0667,right,-45.43,103.33
4173,139.1,right,-45.88,103.34
4174,139.1333,right,-46.04,102.41
4175,139.1667,right,-45.94,102.5
4176,139.2,right,-45.63,102.69
4177,139.2333,right,-46.26,102.9
4178,139.2667,right,-47.07,103.73
4179,139.3,right,-47.47,104.43
4180,139.3333,right,-47.63,104.32
4181,139.3667,right,-47.52,104.45
4182,139.4,right,-47.56,104.35
4183,139.4333,right,-48.05,103.44
4184,139.4667,right,-48.18,104.09
4185,139.5,right,-47.67,103.72
4186,139.5333,right,-47.59,101.58
4187,139.5667,right,-47.37,101.51
4188,139.6,right,-47.6,101.41
4189,139.6333,right,-48.21,102.65
4190,139.6667,right,-48.77,103.44
4191,139.7,right,-49.33,103.63
4192,139.7333,right,-49.36,104.57
4193,139.7667,right,-50.1,105.78
4194,139.8,right,-50.05,106.95
4195,139.8333,right,-50.58,108.13
4196,139.8667,right,-50.34,109.88
4197,139.9,right,-50.54,110.73
4198,139.9333,right,-51.11,111.22
4199,139.9667,right,-51.18,110.94
4200,140.0,right,-50.91,109.71
4201,140.0333,right,-50.38,109.36
4202,140.0667,right,-49.71,109.07
4203,140.1,right,-49.53,108.88
4204,140.1333,right,-49.81,108.57
4205,140.1667,right,-50.06,108.15
4206,140.2,right,-50.41,108.86
4207,140.2333,right,-49.78,109.3
4208,140.2667,right,-49.55,108.77
4209,140.3,right,-50.03,108.22
4210,140.3333,right,-50.25,107.96
4211,140.3667,right,-49.88,108.5
4212,140.4,right,-50.0,109.09
4213,140.4333,right,-50.49,109.34
4214,140.4667,right,-51.17,108.99
4215,140.5,right,-52.03,109.93
4216,140.5333,right,-53.86,110.64
4217,140.5667,right,-53.22,110.96
4218,140.6,right,-53.34,110.87
4219,140.6333,right,-52.62,110.72
4220,140.6667,right,-52.14,110.4
4221,140.7,right,-51.73,110.07
4222,140.7333,right,-51.19,109.35
4223,140.7667,right,-51.45,108.3
4224,140.8,right,-51.49,108.3
4225,140.8333,right,-51.83,108.8
4226,140.8667,right,-51.49,108.09
4227,140.9,right,-51.49,107.94
4228,140.9333,right,-51.55,108.13
4229,140.9667,right,-51.86,107.21
4230,141.0,right,-51.6,107.23
4231,141.0333,right,-51.46,106.7
4232,141.0667,right,-51.86,106.5
4233,141.1,right,-52.01,107.1
4234,141.1333,right,-51.97,106.31
4235,141.1667,right,-51.96,106.73
4236,141.2,right,-52.14,107.06
4237,141.2333,right,-52.1,106.46
4238,141.2667,right,-52.07,106.35
4239,141.3,right,-52.29,107.32
4240,141.3333,right,-52.24,107.58
4241,141.3667,right,-52.01,107.03
4242,141.4,right,-51.63,107.2
4243,141.4333,right,-51.17,107.01
4244,141.4667,right,-51.39,107.39
4245,141.5,right,-51.09,107.7
4246,141.5333,right,-51.02,108.29
4247,141.5667,right,-51.45,108.5
4248,141.6,right,-51.56,108.48
4249,141.6333,right,-51.64,109.06
4250,141.6667,right,-52.57,109.64
4251,141.7,right,-52.56,109.91
4252,141.7333,right,-52.78,110.15
4253,141.7667,right,-53.12,110.11
4254,141.8,right,-53.55,110.17
4255,141.8333,right,-54.33,111.1
4256,141.8667,right,-55.0,112.56
4257,141.9,right,-55.74,113.85
4258,141.9333,right,-55.47,114.73
4259,141.9667,right,-55.23,114.75
4260,142.0,right,-54.72,115.34
4261,142.0333,right,-54.82,115.6
4262,142.0667,right,-55.02,116.56
4263,142.1,right,-55.36,116.84
4264,142.1333,right,-54.96,116.97
4265,142.1667,right,-55.64,116.44
4266,142.2,right,-55.68,117.08
4267,142.2333,right,-55.31,117.59
4268,142.2667,right,-55.03,117.91
4269,142.3,right,-54.47,117.86
4270,142.3333,right,-54.81,116.77
4271,142.3667,right,-54.87,115.91
4272,142.4,right,-54.39,115.03
4273,142.4333,right,-53.85,113.8
4274,142.4667,right,-53.55,113.92
4275,142.5,right,-53.45,114.07
4276,142.5333,right,-52.91,114.04
4277,142.5667,right,-52.54,114.01
4278,142.6,right,-52.24,113.84
4279,142.6333,right,-51.61,113.09
4280,142.6667,right,-51.56,113.22
4281,142.7,right,-51.19,112.5
4282,142.7333,right,-50.93,112.15
4283,142.7667,right,-50.55,112.08
4284,142.8,right,-50.2,111.47
4285,142.8333,right,-49.82,111.39
4286,142.8667,right,-49.58,111.54
4287,142.9,right,-49.79,111.66
4288,142.9333,right,-50.13,111.24
4289,142.9667,right,-50.22,111.32
4290,143.0,right,-50.82,111.79
4291,143.0333,right,-50.9,111.47
4292,143.0667,right,-51.32,111.68
4293,143.1,right,-51.64,112.93
4294,143.1333,right,-51.9,113.18
4295,143.1667,right,-51.98,112.91
4296,143.2,right,-52.02,112.94
4297,143.2333,right,-52.08,112.92
4298,143.2667,right,-52.04,112.86
4299,143.3,right,-52.43,113.18
4300,143.3333,right,-52.7,113.07
4301,143.3667,right,-52.81,112.63
4302,143.4,right,-52.97,112.8
4303,143.4333,right,-52.8,112.46
4304,143.4667,right,-52.56,112.97
4305,143.5,right,-52.89,113.66
4306,143.5333,right,-53.21,113.84
4307,143.5667,right,-53.62,114.21
4308,143.6,right,-53.54,115.39
4309,143.6333,right,-53.22,116.04
4310,143.6667,right,-53.4,117.01
4311,143.7,right,-52.9,117.27
4312,143.7333,right,-52.83,117.48
4313,143.7667,right,-52.8,117.18
4314,143.8,right,-50.15,116.74
4315,143.8333,right,-49.88,113.31
4316,143.8667,right,-47.93,108.55
4317,143.9,right,-45.39,99.4
4318,143.9333,right,-40.43,96.65
4319,143.9667,right,-34.45,92.03
4320,144.0,right,-31.18,86.71
4321,144.0333,right,-28.15,92.41
4322,144.0667,right,-21.93,104.83
4323,144.1,right,-20.67,110.44
4324,144.1333,right,-14.43,116.33
4325,144.1667,right,-14.31,116.81
4326,144.2,right,-16.52,115.67
4327,144.2333,right,-13.65,121.98
4328,144.2667,right,-14.91,120.71
4329,144.3,right,-16.08,115.38
4330,144.3333,right,-18.49,117.13
4331,144.3667,right,-25.4,115.42
4332,144.4,right,-33.63,119.61
4333,144.4333,right,-45.67,122.21
4334,144.4667,right,-52.4,126.45
4335,144.5,right,-55.69,134.08
4336,144.5333,right,-63.1,143.58
4337,144.5667,right,-66.55,150.02
4338,144.6,right,-65.49,153.52
4339,144.6333,right,-65.67,153.94
4340,144.6667,right,-66.01,153.55
4341,144.7,right,-65.75,151.8
4342,144.7333,right,-64.75,148.95
4343,144.7667,right,-65.53,147.44
4344,144.8,right,-65.45,146.4
4345,144.8333,right,-65.38,145.86
4346,144.8667,right,-64.57,142.97
4347,144.9,right,-63.91,140.27
4348,144.9333,right,-64.58,138.18
4349,144.9667,right,-64.43,138.34
4350,145.0,right,-63.51,138.62
4351,145.0333,right,-64.76,136.29
4352,145.0667,right,-64.06,136.23
4353,145.1,right,-63.39,135.65
4354,145.1333,right,-61.96,134.24
4355,145.1667,right,-61.49,132.15
4356,145.2,right,-58.87,126.62
4357,145.2333,right,-56.29,121.45
4358,145.2667,right,-53.73,116.01
4359,145.3,right,-50.02,111.12
4360,145.3333,right,-50.85,111.44
4361,145.3667,right,-51.19,108.28
4362,145.4,right,-50.45,104.45
4363,145.4333,right,-50.4,102.13
4364,145.4667,right,-50.06,100.06
4365,145.5,right,-50.38,99.85
4366,145.5333,right,-49.75,100.99
4367,145.5667,right,-50.01,102.59
4368,145.6,right,-47.74,107.19
4369,145.6333,right,-48.54,110.46
4370,145.6667,right,-48.22,119.18
4371,145.7,right,-46.97,125.4
4372,145.7333,right,-47.09,131.06
4373,145.7667,right,-47.26,132.63
4374,145.8,right,-43.55,135.75
4375,145.8333,right,-41.23,139.33
4376,145.8667,right,-35.98,141.42
4377,145.9,right,-36.58,140.16
4378,145.9333,right,-37.94,139.07
4379,145.9667,right,-39.61,138.26
4380,146.0,right,-44.16,139.78
4381,146.0333,right,-48.62,144.06
4382,146.0667,right,-53.6,142.57
4383,146.1,right,-55.23,141.97
4384,146.1333,right,-57.24,141.63
4385,146.1667,right,-59.65,140.48
4386,146.2,right,-60.71,142.05
4387,146.2333,right,-64.1,142.31
4388,146.2667,right,-64.95,141.47
4389,146.3,right,-65.76,142.92
4390,146.3333,right,-68.11,144.97
4391,146.3667,right,-68.61,144.67
4392,146.4,right,-68.88,145.19
4393,146.4333,right,-68.82,144.0
4394,146.4667,right,-68.88,143.2
4395,146.5,right,-69.09,142.32
4396,146.5333,right,-69.11,141.81
4397,146.5667,right,-67.52,140.52
4398,146.6,right,-67.2,141.06
4399,146.6333,right,-67.39,142.97
4400,146.6667,right,-67.08,146.59
4401,146.7,right,-67.09,145.94
4402,146.7333,right,-67.42,145.9
4403,146.7667,right,-67.29,145.7
4404,146.8,right,-67.63,144.82
4405,146.8333,right,-66.72,145.24
4406,146.8667,right,-66.77,143.72
4407,146.9,right,-67.6,143.43
4408,146.9333,right,-67.51,144.74
4409,146.9667,right,-67.98,142.61
4410,147.0,right,-68.41,143.68
4411,147.0333,right,-68.01,142.85
4412,147.0667,right,-68.57,142.75
4413,147.1,right,-69.32,141.81
4414,147.1333,right,-68.61,139.85
4415,147.1667,right,-67.59,137.63
4416,147.2,right,-65.96,135.77
4417,147.2333,right,-63.41,131.38
4418,147.2667,right,-58.94,123.22
4419,147.3,right,-53.62,117.49
4420,147.3333,right,-51.69,114.58
4421,147.3667,right,-47.41,111.08
4422,147.4,right,-46.57,101.26
4423,147.4333,right,-44.35,95.98
4424,147.4667,right,-45.37,91.71
4425,147.5,right,-45.76,90.7
4426,147.5333,right,-46.52,90.31
4427,147.5667,right,-47.72,92.51
4428,147.6,right,-48.19,93.62
4429,147.6333,right,-47.96,94.81
4430,147.6667,right,-48.49,96.06
4431,147.7,right,-49.27,99.94
4432,147.7333,right,-51.44,104.31
4433,147.7667,right,-51.87,108.01
4434,147.8,right,-52.74,111.69
4435,147.8333,right,-54.11,113.93
4436,147.8667,right,-55.0,113.77
4437,147.9,right,-55.88,114.39
4438,147.9333,right,-56.05,112.61
4439,147.9667,right,-56.29,113.0
4440,148.0,right,-56.3,113.26
4441,148.0333,right,-56.04,113.83
4442,148.0667,right,-55.45,113.97
4443,148.1,right,-54.54,113.51
4444,148.1333,right,-53.4,111.73
4445,148.1667,right,-51.08,106.64
4446,148.2,right,-50.04,100.51
4447,148.2333,right,-48.53,95.22
4448,148.2667,right,-46.5,92.46
4449,148.3,right,-42.32,85.95
4450,148.3333,right,-39.7,83.8
4451,148.3667,right,-35.47,81.21
4452,148.4,right,-33.05,81.49
4453,148.4333,right,-31.85,83.71
4454,148.4667,right,-31.11,84.29
4455,148.5,right,-32.32,82.34
4456,148.5333,right,-34.13,84.97
4457,148.5667,right,-35.59,88.89
4458,148.6,right,-36.71,89.82
4459,148.6333,right,-36.09,91.14
4460,148.6667,right,-35.29,96.08
4461,148.7,right,-35.3,99.87
4462,148.7333,right,-36.3,103.76
4463,148.7667,right,-36.06,102.19
4464,148.8,right,-36.42,101.36
4465,148.8333,right,-37.13,102.75
4466,148.8667,right,-39.31,106.76
4467,148.9,right,-43.3,115.94
4468,148.9333,right,-46.28,120.34
4469,148.9667,right,-52.32,128.3
4470,149.0,right,-57.15,134.45
4471,149.0333,right,-63.26,142.21
4472,149.0667,right,-64.97,148.72
4473,149.1,right,-65.12,151.92
4474,149.1333,right,-67.29,154.14
4475,149.1667,right,-67.89,153.95
4476,149.2,right,-68.08,152.58
4477,149.2333,right,-68.57,149.34
4478,149.2667,right,-65.57,145.63
4479,149.3,right,-62.51,143.73
4480,149.3333,right,-62.02,145.95
4481,149.3667,right,-62.29,146.28
4482,149.4,right,-62.29,142.16
4483,149.4333,right,-61.04,142.8
4484,149.4667,right,-61.27,141.74
4485,149.5,right,-63.5,142.21
4486,149.5333,right,-62.58,142.8
4487,149.5667,right,-64.2,143.36
4488,149.6,right,-65.96,142.86
4489,149.6333,right,-65.83,142.88
4490,149.6667,right,-66.42,140.49
4491,149.7,right,-66.27,138.98
4492,149.7333,right,-66.59,137.33
4493,149.7667,right,-66.24,134.72
4494,149.8,right,-64.53,133.25
4495,149.8333,right,-63.49,131.15
4496,149.8667,right,-60.82,127.56
4497,149.9,right,-58.76,122.1
4498,149.9333,right,-54.34,115.95
4499,149.9667,right,-52.87,113.3
4500,150.0,right,-50.68,106.13
4501,150.0333,right,-48.24,97.44
4502,150.0667,right,-47.36,93.66
4503,150.1,right,-47.03,94.14
4504,150.1333,right,-46.23,96.11
4505,150.1667,right,-46.78,101.15
4506,150.2,right,-47.9,102.32
4507,150.2333,right,-47.85,106.31
4508,150.2667,right,-47.26,107.85
4509,150.3,right,-48.19,108.0
4510,150.3333,right,-49.5,108.99
4511,150.3667,right,-50.52,118.28
4512,150.4,right,-52.73,124.21
4513,150.4333,right,-55.51,130.9
4514,150.4667,right,-61.23,140.56
4515,150.5,right,-66.63,145.9
4516,150.5333,right,-69.38,146.87
4517,150.5667,right,-69.94,151.88
4518,150.6,right,-71.14,150.94
4519,150.6333,right,-71.24,150.28
4520,150.6667,right,-69.67,150.67
4521,150.7,right,-67.82,148.08
4522,150.7333,right,-67.73,146.54
4523,150.7667,right,-67.05,145.0
4524,150.8,right,-66.55,144.12
4525,150.8333,right,-65.33,142.9
4526,150.8667,right,-64.19,140.84
4527,150.9,right,-60.43,132.39
4528,150.9333,right,-57.1,129.36
4529,150.9667,right,-51.75,129.88
4530,151.0,right,-42.06,133.77
4531,151.0333,right,-36.37,131.45
4532,151.0667,right,-23.55,131.75
4533,151.1,right,-16.09,133.48
4534,151.1333,right,-8.23,138.28
4535,151.1667,right,-6.53,132.22
4536,151.2,right,-6.86,132.76
4537,151.2333,right,-8.26,131.68
4538,151.2667,right,-10.74,131.31
4539,151.3,right,-12.16,129.19
4540,151.3333,right,-11.15,129.78
